CODGEO,LIBGEO,APL_MEDECINS,Pop_standardisee,CLASSE_ACCESSIBILITE
02172,Chaudun,3.032,230.052,Moyenne
02173,Chauny,2.523,11612.05,Faible
02174,Chavignon,3.249,804.362,Élevée
02175,Chavigny,1.17,165.696,Très faible
02176,Chavonne,2.343,191.993,Faible
02177,Chérêt,2.779,147.034,Moyenne
02178,Chermizy-Ailles,1.69,108.803,Très faible
02179,Chéry-Chartreuve,2.375,373.781,Faible
02180,Chéry-lès-Pouilly,2.717,711.503,Moyenne
02181,Chéry-lès-Rozoy,4.912,94.574,Très élevée
02182,Chevennes,1.989,118.775,Faible
02183,Chevregny,1.661,182.723,Très faible
02184,Chevresis-Monceau,2.874,380.22,Moyenne
02185,Chézy-en-Orxois,1.704,368.996,Très faible
02186,Chézy-sur-Marne,3.018,1461.915,Moyenne
02187,Chierry,3.815,1203.66,Élevée
02188,Chigny,3.144,158.4,Moyenne
02189,Chivres-en-Laonnois,2.812,345.087,Moyenne
02190,Chivres-Val,2.934,543.496,Moyenne
02191,Chivy-lès-Étouvelles,4.114,504.955,Très élevée
02192,Chouy,1.893,346.469,Très faible
02193,Cierges,2.481,71.244,Faible
02194,Cilly,3.414,194.46,Élevée
02195,Ciry-Salsogne,4.188,864.229,Très élevée
02196,Clacy-et-Thierret,3.889,316.693,Élevée
02197,Clairfontaine,3.827,517.379,Élevée
02198,Clamecy,2.901,233.786,Moyenne
02199,Clastres,1.7,575.952,Très faible
02200,Clermont-les-Fermes,4.053,100.23,Très élevée
02201,Cœuvres-et-Valsery,1.479,514.11,Très faible
02203,Coincy,2.464,1227.476,Faible
02204,Coingt,2.298,74.386,Faible
02205,Colligis-Crandelain,1.475,196.202,Très faible
02206,Colonfay,2.152,76.416,Faible
02207,Commenchon,1.926,204.144,Très faible
02208,Concevreux,2.955,257.431,Moyenne
02209,Condé-en-Brie,1.642,668.132,Très faible
02210,Condé-sur-Aisne,3.198,347.446,Élevée
02211,Condé-sur-Suippe,3.19,312.918,Moyenne
02212,Condren,3.406,717.635,Élevée
02213,Connigis,3.137,320.49,Moyenne
02214,Contescourt,2.263,54.272,Faible
02215,Corbeny,4.166,857.085,Très élevée
02216,Corcy,1.736,295.746,Très faible
02217,Coucy-le-Château-Auffrique,2.368,1031.08,Faible
02218,Coucy-lès-Eppes,2.748,630.941,Moyenne
02219,Coucy-la-Ville,1.931,187.018,Faible
02220,Coulonges-Cohan,2.104,433.153,Faible
02221,Coupru,2.209,144.815,Faible
02222,Courbes,2.622,38.002,Moyenne
02223,Courboin,2.539,295.365,Faible
02224,Courcelles-sur-Vesle,3.373,340.491,Élevée
02225,Courchamps,0.806,80.72,Très faible
02226,Courmelles,3.743,1888.721,Élevée
02227,Courmont,3.031,128.868,Moyenne
02228,Courtemont-Varennes,4.321,353.829,Très élevée
02229,Courtrizy-et-Fussigny,3.037,71.947,Moyenne
02230,Couvrelles,2.92,175.576,Moyenne
02231,Couvron-et-Aumencourt,1.929,854.451,Faible
02232,Coyolles,2.522,359.039,Faible
02233,Cramaille,2.838,135.261,Moyenne
02234,Craonne,2.679,85.576,Moyenne
02235,Craonnelle,2.189,114.314,Faible
02236,Crécy-au-Mont,1.615,318.727,Très faible
02237,Crécy-sur-Serre,2.559,1543.567,Faible
02238,Crépy,2.305,1802.089,Faible
02239,Crézancy,4.228,1155.111,Très élevée
02240,Croix-Fonsomme,2.483,192.816,Faible
02241,La Croix-sur-Ourcq,1.902,91.872,Très faible
02242,Crouttes-sur-Marne,1.549,605.047,Très faible
02243,Crouy,4.607,3085.781,Très élevée
02244,Crupilly,2.083,57.543,Faible
02245,Cuffies,3.12,1741.41,Moyenne
02246,Cugny,2.414,591.327,Faible
02248,Cuirieux,1.638,146.771,Très faible
02249,Cuiry-Housse,2.568,101.922,Faible
02250,Cuiry-lès-Chaudardes,2.22,68.625,Faible
02251,Cuiry-lès-Iviers,3.03,29.02,Moyenne
02252,Cuissy-et-Geny,1.524,71.147,Très faible
02253,Cuisy-en-Almont,2.424,345.233,Faible
02254,Cutry,1.418,114.533,Très faible
02255,Cys-la-Commune,2.221,147.822,Faible
02256,Dagny-Lambercy,3.862,131.619,Élevée
02257,Dallon,3.736,442.826,Élevée
02258,Dammard,1.873,370.411,Très faible
02259,Dampleux,2.285,383.034,Faible
02260,Danizy,2.079,614.261,Faible
02261,Dercy,3.041,383.039,Moyenne
02262,Deuillet,2.818,203.672,Moyenne
02263,Dhuizel,2.313,108.885,Faible
02264,Dizy-le-Gros,2.292,733.876,Faible
02265,Dohis,2.537,98.908,Faible
02266,Dolignon,3.443,46.022,Élevée
02267,Dommiers,2.911,281.796,Moyenne
02268,Domptin,2.226,590.72,Faible
02269,Dorengt,3.974,141.043,Très élevée
02270,Douchy,1.531,154.44,Très faible
02271,Dravegny,1.86,126.729,Très faible
02272,Droizy,0.834,69.736,Très faible
02273,Dury,2.114,195.476,Faible
02274,Ébouleau,2.081,182.314,Faible
02275,Effry,2.74,304.052,Moyenne
02276,Englancourt,2.242,122.322,Faible
02277,Épagny,0.828,321.449,Très faible
02278,Éparcy,2.697,39.029,Moyenne
02279,Épaux-Bézu,2.35,543.974,Faible
02280,Épieds,4.009,387.964,Très élevée
02281,L'Épine-aux-Bois,2.782,243.037,Moyenne
02282,Eppes,3.494,418.743,Élevée
02283,Erlon,3.073,270.618,Moyenne
02284,Erloy,1.181,101.188,Très faible
02286,Esquéhéries,3.589,852.123,Élevée
02287,Essigny-le-Grand,4.892,1109.972,Très élevée
02288,Essigny-le-Petit,2.183,343.061,Faible
02289,Essises,2.995,400.433,Moyenne
02290,Essômes-sur-Marne,3.636,2685.83,Élevée
02291,Estrées,2.474,406.602,Faible
02292,Étampes-sur-Marne,4.074,1366.391,Très élevée
02293,Étaves-et-Bocquiaux,3.742,542.056,Élevée
02294,Étouvelles,4.059,219.523,Très élevée
02295,Étréaupont,2.583,857.999,Faible
02296,Étreillers,2.636,1268.007,Moyenne
02297,Étrépilly,2.259,119.2,Faible
02298,Étreux,4.496,1477.202,Très élevée
02299,Évergnicourt,3.665,525.774,Élevée
02302,Faverolles,2.15,316.778,Faible
02303,Fayet,3.693,720.283,Élevée
02304,La Fère,1.91,2822.374,Très faible
02305,Fère-en-Tardenois,2.681,3115.097,Moyenne
02306,La Ferté-Chevresis,3.339,507.467,Élevée
02307,La Ferté-Milon,2.44,2100.22,Faible
02308,Fesmy-le-Sart,3.02,495.639,Moyenne
02309,Festieux,2.511,635.123,Faible
02310,Fieulaine,4.076,261.596,Très élevée
02311,Filain,2.856,110.825,Moyenne
02312,La Flamengrie,3.34,1048.556,Élevée
02313,Flavigny-le-Grand-et-Beaurain,3.262,438.533,Élevée
02315,Flavy-le-Martel,2.392,1683.949,Faible
02316,Fleury,1.595,135.487,Très faible
02317,Fluquières,1.524,211.188,Très faible
02318,Folembray,2.35,1357.983,Faible
02319,Fonsomme,3.168,482.852,Moyenne
02320,Fontaine-lès-Clercs,3.75,240.486,Élevée
02321,Fontaine-lès-Vervins,2.397,849.325,Faible
02322,Fontaine-Notre-Dame,3.187,382.103,Moyenne
02323,Fontaine-Uterte,2.649,127.183,Moyenne
02324,Fontenelle,4.06,284.828,Très élevée
02326,Fontenoy,1.985,482.57,Faible
02327,Foreste,1.529,157.351,Très faible
02328,Fossoy,3.94,526.007,Très élevée
02329,Fourdrain,2.261,411.168,Faible
02330,Francilly-Selency,3.844,562.702,Élevée
02331,Franqueville,2.646,113.57,Moyenne
02332,Fresnes-en-Tardenois,2.931,268.186,Moyenne
02333,Fresnes-sous-Coucy,1.578,151.026,Très faible
02334,Fresnoy-le-Grand,2.437,2930.471,Faible
02335,Fressancourt,2.143,173.57,Faible
02336,Frières-Faillouël,2.979,914.036,Moyenne
02337,Froidestrées,2.377,183.413,Faible
02338,Froidmont-Cohartille,3.779,247.17,Élevée
02339,Gandelu,1.465,663.266,Très faible
02340,Gauchy,4.13,5304.089,Très élevée
02341,Gercy,3.388,259.708,Élevée
02342,Gergny,2.703,129.175,Moyenne
02343,Germaine,1.471,78.686,Très faible
02345,Gibercourt,4.682,34.848,Très élevée
02346,Gizy,1.735,680.708,Très faible
02347,Gland,4.12,446.565,Très élevée
02349,Goudelancourt-lès-Berrieux,3.821,61.325,Élevée
02350,Goudelancourt-lès-Pierrepont,2.081,135.925,Faible
02351,Goussancourt,2.844,110.32,Moyenne
02352,Gouy,3.358,563.481,Élevée
02353,Grandlup-et-Fay,2.648,280.114,Moyenne
02354,Grandrieux,4.234,77.78,Très élevée
02355,Gricourt,2.237,942.492,Faible
02356,Grisolles,2.532,208.865,Faible
02357,Gronard,3.458,60.808,Élevée
02358,Grougis,4.617,318.015,Très élevée
02359,Grugies,4.205,1213.323,Très élevée
02360,Villeneuve-sur-Aisne,3.381,2755.365,Élevée
02361,Guise,4.222,4797.001,Très élevée
02362,Guivry,2.514,234.289,Faible
02363,Guny,1.905,379.832,Très faible
02364,Guyencourt,1.833,238.286,Très faible
02366,Hannapes,3.529,308.773,Élevée
02367,Happencourt,2.722,157.394,Moyenne
02368,Haramont,2.508,559.419,Faible
02369,Harcigny,3.009,248.604,Moyenne
02370,Hargicourt,2.899,549.656,Moyenne
02371,Harly,4.895,1637.354,Très élevée
02372,Hartennes-et-Taux,2.532,341.662,Faible
02373,Hary,3.667,191.741,Élevée
02374,Lehaucourt,2.967,835.774,Moyenne
02375,Hautevesnes,0.709,149.97,Très faible
02376,Hauteville,5.027,177.317,Très élevée
02377,Haution,1.67,136.596,Très faible
02378,La Hérie,2.697,128.106,Moyenne
02379,Le Hérie-la-Viéville,4.243,202.054,Très élevée
02380,Hinacourt,2.94,29.904,Moyenne
02381,Hirson,2.744,8794.786,Moyenne
02382,Holnon,3.809,1369.552,Élevée
02383,Homblières,4.573,1451.882,Très élevée
02384,Houry,2.716,53.921,Moyenne
02385,Housset,3.026,163.153,Moyenne
02386,Iron,3.56,227.389,Élevée
02387,Itancourt,5.751,1019.719,Très élevée
02388,Iviers,2.622,228.877,Moyenne
02389,Jaulgonne,4.321,673.978,Très élevée
02390,Jeancourt,1.528,242.607,Très faible
02391,Jeantes,3.308,214.086,Élevée
02392,Joncourt,2.022,317.279,Faible
02393,Jouaignes,2.824,130.564,Moyenne
02395,Jumencourt,1.647,131.515,Très faible
02396,Jumigny,1.3,58.106,Très faible
02397,Jussy,2.137,1173.213,Faible
02398,Juvigny,1.77,270.689,Très faible
02399,Juvincourt-et-Damary,3.858,565.647,Élevée
02400,Laffaux,2.812,151.69,Moyenne
02401,Laigny,2.397,193.436,Faible
02402,Lanchy,1.339,39.284,Très faible
02403,Landifay-et-Bertaignemont,4.634,257.358,Très élevée
02404,Landouzy-la-Cour,2.76,167.668,Moyenne
02405,Landouzy-la-Ville,3.128,522.895,Moyenne
02406,Landricourt,1.962,134.536,Faible
02407,Laniscourt,3.332,200.135,Élevée
02408,Laon,3.374,23832.22,Élevée
02409,Lappion,2.391,279.671,Faible
02410,Largny-sur-Automne,2.742,237.518,Moyenne
02411,Latilly,1.418,183.587,Très faible
02412,Launoy,1.289,88.246,Très faible
02413,Laval-en-Laonnois,3.892,240.56,Élevée
02414,Lavaqueresse,3.961,202.928,Très élevée
02415,Laversine,2.228,141.562,Faible
02416,Lemé,2.018,426.62,Faible
02417,Lempire,2.755,122.777,Moyenne
02418,Lerzy,2.377,221.542,Faible
02419,Leschelle,3.164,286.289,Moyenne
02420,Lesdins,2.796,835.906,Moyenne
02421,Lesges,2.926,87.108,Moyenne
02422,Lesquielles-Saint-Germain,3.892,794.205,Élevée
02423,Leuilly-sous-Coucy,2.23,422.51,Faible
02424,Leury,2.778,106.572,Moyenne
02425,Leuze,3.359,178.746,Élevée
02426,Levergies,1.535,525.733,Très faible
02427,Lhuys,2.222,127.476,Faible
02428,Licy-Clignon,1.637,70.452,Très faible
02429,Lierval,1.086,123.814,Très faible
02430,Liesse-Notre-Dame,2.261,1327.152,Faible
02431,Liez,2.632,406.466,Moyenne
02432,Limé,3.261,194.304,Élevée
02433,Lislet,3.248,226.85,Élevée
02435,Logny-lès-Aubenton,4.152,86.337,Très élevée
02438,Longpont,2.758,250.088,Moyenne
02439,Les Septvallons,2.414,1135.432,Faible
02440,Lor,2.958,137.621,Moyenne
02441,Louâtre,1.578,181.345,Très faible
02442,Loupeigne,3.238,92.314,Élevée
02443,Lucy-le-Bocage,2.141,200.737,Faible
02444,Lugny,3.374,136.038,Élevée
02445,Luzoir,2.839,285.589,Moyenne
02446,Ly-Fontaine,2.83,106.977,Moyenne
02447,Maast-et-Violaine,2.01,133.314,Faible
02448,Mâchecourt,1.54,114.991,Très faible
02449,Macogny,1.838,60.93,Très faible
02450,Macquigny,4.027,342.402,Très élevée
02451,Magny-la-Fosse,2.916,119.299,Moyenne
02452,Maissemy,2.472,230.886,Faible
02453,Maizy,2.155,399.22,Faible
02454,La Malmaison,2.932,381.897,Moyenne
02455,Malzy,2.77,195.425,Moyenne
02456,Manicamp,2.525,319.921,Faible
02457,Marchais,3.026,378.445,Moyenne
02458,Dhuys et Morin-en-Brie,3.951,813.114,Très élevée
02459,Marcy,2.59,159.339,Faible
02460,Marcy-sous-Marle,3.73,214.092,Élevée
02461,Marest-Dampcourt,2.665,344.374,Moyenne
02462,Mareuil-en-Dôle,3.238,215.549,Élevée
02463,Marfontaine,2.646,78.376,Moyenne
02464,Margival,2.206,366.498,Faible
02465,Marigny-en-Orxois,1.212,502.037,Très faible
02466,Marizy-Sainte-Geneviève,1.838,129.914,Très faible
02467,Marizy-Saint-Mard,1.548,49.841,Très faible
02468,Marle,3.097,2296.618,Moyenne
02469,Marly-Gomont,2.593,506.015,Faible
02470,Martigny,2.95,429.357,Moyenne
02471,Martigny-Courpierre,1.81,126.381,Très faible
02472,Mauregny-en-Haye,3.481,391.543,Élevée
02473,Mayot,2.317,196.1,Faible
02474,Mennessis,2.969,381.298,Moyenne
02476,Mennevret,3.289,652.959,Élevée
02477,Mercin-et-Vaux,3.472,993.74,Élevée
02478,Merlieux-et-Fouquerolles,3.093,241.848,Moyenne
02480,Mesbrecourt-Richecourt,2.29,318.835,Faible
02481,Mesnil-Saint-Laurent,6.398,482.137,Très élevée
02482,Meurival,1.338,50.88,Très faible
02483,Mézières-sur-Oise,4.041,529.132,Très élevée
02484,Mézy-Moulins,3.137,530.66,Moyenne
02485,Missy-aux-Bois,2.853,97.99,Moyenne
02486,Missy-lès-Pierrepont,2.03,93.205,Faible
02487,Missy-sur-Aisne,3.216,641.425,Élevée
02488,Molain,2.508,157.446,Faible
02489,Molinchart,3.757,330.005,Élevée
02490,Monampteuil,2.449,128.233,Faible
02491,Monceau-le-Neuf-et-Faucouzy,4.204,319.582,Très élevée
02492,Monceau-lès-Leups,2.343,435.43,Faible
02493,Monceau-le-Waast,2.716,218.862,Moyenne
02494,Monceau-sur-Oise,3.298,132.552,Élevée
02495,Mondrepuis,3.308,1015.979,Élevée
02496,Monnes,1.838,87.072,Très faible
02497,Mons-en-Laonnois,3.917,1139.356,Très élevée
02498,Montaigu,3.198,746.174,Élevée
02499,Montbavin,2.683,38.836,Moyenne
02500,Montbrehain,2.63,796.04,Moyenne
02501,Montchâlons,1.583,87.046,Très faible
02502,Montcornet,3.248,1304.33,Élevée
02503,Mont-d'Origny,4.493,831.545,Très élevée
02504,Montescourt-Lizerolles,2.744,1543.459,Moyenne
02505,Montfaucon,1.811,206.14,Très faible
02506,Montgobert,2.402,207.339,Faible
02507,Montgru-Saint-Hilaire,1.533,31.15,Très faible
02508,Monthenault,1.691,148.867,Très faible
02509,Monthiers,0.932,147.773,Très faible
02510,Monthurel,2.804,143.489,Moyenne
02511,Montigny-en-Arrouaise,4.16,290.96,Très élevée
02512,Montigny-l'Allier,1.678,263.069,Très faible
02513,Montigny-le-Franc,2.702,143.645,Moyenne
02514,Montigny-Lengrain,1.558,662.65,Très faible
02515,Montigny-lès-Condé,2.868,51.191,Moyenne
02516,Montigny-sous-Marle,3.097,72.309,Moyenne
02517,Montigny-sur-Crécy,2.948,281.487,Moyenne
02518,Montlevon,1.925,302.718,Très faible
02519,Montloué,4.134,186.248,Très élevée
02520,Mont-Notre-Dame,2.763,702.311,Moyenne
02521,Montreuil-aux-Lions,1.499,1291.341,Très faible
02522,Mont-Saint-Jean,1.88,81.59,Très faible
02523,Mont-Saint-Martin,2.643,67.469,Moyenne
02524,Mont-Saint-Père,4.309,684.798,Très élevée
02525,Morcourt,2.301,586.772,Faible
02526,Morgny-en-Thiérache,3.777,108.258,Élevée
02527,Morsain,0.797,449.286,Très faible
02528,Mortefontaine,2.23,231.899,Faible
02529,Mortiers,3.289,185.757,Élevée
02530,Moulins,1.727,77.135,Très faible
02531,Moussy-Verneuil,2.387,137.951,Faible
02532,Moÿ-de-l'Aisne,3.267,993.008,Élevée
02533,Muret-et-Crouttes,1.558,110.666,Très faible
02534,Muscourt,1.58,44.362,Très faible
02535,Nampcelles-la-Cour,3.826,115.428,Élevée
02536,Nampteuil-sous-Muret,1.634,104.353,Très faible
02537,Nanteuil-la-Fosse,2.814,188.451,Moyenne
02538,Nanteuil-Notre-Dame,2.508,74.836,Faible
02539,Nauroy,1.822,671.033,Très faible
02540,Nesles-la-Montagne,3.512,1190.42,Élevée
02541,Neufchâtel-sur-Aisne,2.969,413.457,Moyenne
02542,Neuflieux,2.889,78.259,Moyenne
02543,Neuilly-Saint-Front,1.747,1997.155,Très faible
02544,Neuve-Maison,2.866,600.052,Moyenne
02545,La Neuville-Bosmont,3.575,175.445,Élevée
02546,La Neuville-en-Beine,2.455,178.479,Faible
02547,La Neuville-Housset,1.796,60.751,Très faible
02548,La Neuville-lès-Dorengt,4.017,382.114,Très élevée
02549,Neuville-Saint-Amand,5.973,879.602,Très élevée
02550,Neuville-sur-Ailette,1.77,116.913,Très faible
02551,Neuville-sur-Margival,2.451,104.495,Faible
02552,Neuvillette,5.261,181.493,Très élevée
02553,Nizy-le-Comte,2.67,237.076,Moyenne
02554,Nogentel,3.91,1129.124,Très élevée
02555,Nogent-l'Artaud,2.196,2189.13,Faible
02556,Noircourt,4.542,76.252,Très élevée
02557,Noroy-sur-Ourcq,1.829,122.143,Très faible
02558,Le Nouvion-en-Thiérache,3.437,2635.607,Élevée
02559,Nouvion-et-Catillon,2.198,491.842,Faible
02560,Nouvion-le-Comte,2.618,250.974,Moyenne
02561,Nouvion-le-Vineux,2.84,150.364,Moyenne
02562,Nouvron-Vingré,0.85,185.683,Très faible
02563,Noyales,4.658,164.1,Très élevée
02564,Bernoy-le-Château,2.721,864.81,Moyenne
02565,Œuilly,2.656,286.127,Moyenne
02566,Ognes,2.11,1153.312,Faible
02567,Ohis,3.42,275.228,Élevée
02568,Oigny-en-Valois,1.688,170.097,Très faible
02569,Oisy,3.798,459.185,Élevée
02570,Ollezy,2.182,160.206,Faible
02571,Omissy,2.266,704.362,Faible
02572,Orainville,2.696,488.424,Moyenne
02573,Orgeval,1.81,61.194,Très faible
02574,Origny-en-Thiérache,3.581,1451.835,Élevée
02575,Origny-Sainte-Benoite,4.882,1611.892,Très élevée
02576,Osly-Courtil,2.638,316.324,Moyenne
02577,Ostel,1.911,95.355,Très faible
02578,Oulches-la-Vallée-Foulon,1.206,83.873,Très faible
02579,Oulchy-la-Ville,2.041,125.987,Faible
02580,Oulchy-le-Château,2.154,835.16,Faible
02581,Paars,3.989,303.89,Très élevée
02582,Paissy,1.111,79.209,Très faible
02583,Pancy-Courtecon,1.611,55.676,Très faible
02584,Papleux,2.861,108.176,Moyenne
02585,Parcy-et-Tigny,1.679,245.923,Très faible
02586,Parfondeval,3.548,154.533,Élevée
02587,Parfondru,2.144,365.539,Faible
02588,Pargnan,1.524,70.637,Très faible
02589,Pargny-Filain,2.856,245.177,Moyenne
02590,Pargny-la-Dhuys,3.151,168.872,Moyenne
02591,Pargny-les-Bois,2.559,134.947,Faible
02592,Parpeville,3.457,193.726,Élevée
02593,Pasly,2.471,1128.088,Faible
02594,Passy-en-Valois,1.817,114.971,Très faible
02595,Passy-sur-Marne,3.348,134.657,Élevée
02596,Pavant,1.15,731.463,Très faible
02598,Pernant,2.812,684.526,Moyenne
02599,Pierremande,2.911,259.071,Moyenne
02600,Pierrepont,2.663,348.177,Moyenne
02601,Pignicourt,2.572,175.224,Faible
02602,Pinon,2.219,1671.759,Faible
02604,Pithon,2.08,90.309,Faible
02605,Pleine-Selve,3.731,186.016,Élevée
02606,Le Plessier-Huleu,1.722,76.131,Très faible
02607,Ploisy,2.873,88.723,Moyenne
02608,Plomion,3.273,487.769,Élevée
02609,Ployart-et-Vaurseine,1.95,21.827,Faible
02610,Pommiers,3.542,739.709,Élevée
02612,Pont-Arcy,2.537,119.235,Faible
02613,Pontavert,3.321,578.294,Élevée
02614,Pontru,2.75,272.203,Moyenne
02615,Pontruet,2.566,347.452,Faible
02616,Pont-Saint-Mard,1.47,198.501,Très faible
02617,Pouilly-sur-Serre,1.815,488.537,Très faible
02618,Prémont,3.354,661.907,Élevée
02619,Prémontré,2.17,632.79,Faible
02620,Presles-et-Boves,2.221,345.321,Faible
02621,Presles-et-Thierny,2.629,409.335,Moyenne
02622,Priez,0.992,51.191,Très faible
02623,Prisces,2.716,101.861,Moyenne
02624,Proisy,3.428,282.071,Élevée
02625,Proix,4.595,143.444,Très élevée
02626,Prouvais,3.468,334.359,Élevée
02627,Proviseux-et-Plesnoy,3.218,119.188,Élevée
02628,Puiseux-en-Retz,1.647,207.62,Très faible
02629,Puisieux-et-Clanlieu,2.152,307.606,Faible
02631,Quierzy,2.381,398.941,Faible
02632,Quincy-Basse,2.015,57.285,Faible
02633,Quincy-sous-le-Mont,3.69,58.747,Élevée
02634,Raillimont,4.731,88.353,Très élevée
02635,Ramicourt,2.086,145.029,Faible
02636,Regny,4.263,207.925,Très élevée
02637,Remaucourt,3.456,304.344,Élevée
02638,Remies,2.113,229.853,Faible
02639,Remigny,2.603,340.297,Moyenne
02640,Renansart,3.375,153.967,Élevée
02641,Renneval,4.31,119.617,Très élevée
02642,Résigny,2.357,178.688,Faible
02643,Ressons-le-Long,2.367,779.923,Faible
02644,Retheuil,2.208,332.937,Faible
02645,Reuilly-Sauvigny,3.475,196.768,Élevée
02647,Ribeauville,2.71,69.124,Moyenne
02648,Ribemont,4.368,1910.699,Très élevée
02649,Rocourt-Saint-Martin,2.766,286.689,Moyenne
02650,Rocquigny,3.517,363.639,Élevée
02651,Rogécourt,1.919,103.412,Très faible
02652,Rogny,3.374,97.807,Élevée
02653,Romeny-sur-Marne,2.196,487.41,Faible
02654,Romery,2.251,95.095,Faible
02655,Ronchères,2.565,154.141,Faible
02656,Roucy,3.514,368.657,Élevée
02657,Rougeries,2.646,215.223,Moyenne
02658,Roupy,2.746,244.052,Moyenne
02659,Rouvroy,4.749,528.533,Très élevée
02660,Rouvroy-sur-Serre,3.548,43.531,Élevée
02661,Royaucourt-et-Chailvet,3.453,234.14,Élevée
02662,Rozet-Saint-Albin,1.399,316.639,Très faible
02663,Rozières-sur-Crise,2.65,230.983,Moyenne
02664,Rozoy-Bellevalle,3.008,116.293,Moyenne
02665,Grand-Rozoy,2.276,289.269,Faible
02666,Rozoy-sur-Serre,4.045,1014.789,Très élevée
02667,Saconin-et-Breuil,2.271,201.56,Faible
02668,Sains-Richaumont,2.575,983.854,Faible
02670,Saint-Algis,1.096,155.451,Très faible
02671,Saint-Aubin,1.233,272.216,Très faible
02672,Saint-Bandry,1.836,239.861,Très faible
02673,Saint-Christophe-à-Berry,1.332,417.652,Très faible
02674,Saint-Clément,3.119,46.865,Moyenne
02675,Sainte-Croix,3.134,127.859,Moyenne
02676,Saint-Erme-Outre-et-Ramecourt,3.476,1668.69,Élevée
02677,Saint-Eugène,2.904,238.729,Moyenne
02678,Sainte-Geneviève,3.941,62.681,Très élevée
02679,Saint-Gengoulph,1.32,143.29,Très faible
02680,Saint-Gobain,2.153,2535.208,Faible
02681,Saint-Gobert,3.388,287.506,Élevée
02682,Saint-Mard,2.797,120.386,Moyenne
02683,Saint-Martin-Rivière,2.507,110.896,Faible
02684,Saint-Michel,3.28,3241.351,Élevée
02685,Saint-Nicolas-aux-Bois,1.911,115.817,Très faible
02686,Saint-Paul-aux-Bois,1.613,376.604,Très faible
02687,Saint-Pierre-Aigle,2.149,329.485,Faible
02688,Saint-Pierre-lès-Franqueville,2.661,38.262,Moyenne
02689,Saint-Pierremont,3.699,41.069,Élevée
02690,Sainte-Preuve,2.551,80.559,Faible
02691,Saint-Quentin,5.061,53294.002,Très élevée
02693,Saint-Rémy-Blanzy,1.28,216.779,Très faible
02694,Saint-Simon,1.91,594.599,Très faible
02696,Saint-Thomas,3.596,74.442,Élevée
02697,Samoussy,2.356,375.242,Faible
02698,Sancy-les-Cheminots,2.238,96.057,Faible
